location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
21,121.575780373356,24.9877564761467,2020/08/20,14:21,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU Main Library,university,university,convenience_store,library,library
22,121.575780373356,24.9877564761467,2020/08/20,14:22,5,0.0,-1.0,NCCU College of Commerce,National Chengchi University,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
23,121.575780373356,24.9877564761467,2020/08/20,14:42,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,NCCU Main Library,Hilife,NCCU International MBA,university,university,library,convenience_store,point_of_interest
24,121.575780373356,24.9877564761467,2020/08/20,14:49,5,0.0,-1.0,NCCU College of Commerce,National Chengchi University,國立政治大學商學院圖書分館,Hilife,NCCU International MBA,university,university,library,convenience_store,point_of_interest
25,121.575780373356,24.9877564761467,2020/08/20,14:51,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,NCCU Main Library,Hilife,國立政治大學商學院圖書分館,university,university,library,convenience_store,library
26,121.575780373356,24.9877564761467,2020/08/20,14:53,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU Main Library,university,university,convenience_store,library,library
27,121.575780373356,24.9877564761467,2020/08/20,15:00,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
28,121.575780373356,24.9877564761467,2020/08/20,15:04,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,NCCU Main Library,NCCU International MBA,政大,university,university,library,point_of_interest,school
29,121.575780373356,24.9877564761467,2020/08/20,15:52,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,Hilife,NCCU Main Library,國立政治大學商學院圖書分館,university,university,convenience_store,library,library
30,121.575780373356,24.9877564761467,2020/08/20,15:58,5,0.0,-1.0,NCCU College of Commerce,National Chengchi University,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
31,121.575780373356,24.9877564761467,2020/08/20,15:58,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
32,121.575780373356,24.9877564761467,2020/08/20,16:13,5,0.0,-1.0,National Chengchi University,NCCU College of Commerce,NCCU Main Library,Hilife,國立政治大學商學院圖書分館,university,university,library,convenience_store,library
33,121.575780373356,24.9877564761467,2020/08/20,16:13,5,0.0,-1.0,NCCU College of Commerce,National Chengchi University,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
34,121.573785301276,24.9924912846497,2020/08/20,18:04,5,0.0,-1.0,戰略新光店(駭客),仲工車業行,桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,HOYDEA,艾蜜莉寵物美容,point_of_interest,car_repair,cafe,bar,point_of_interest
35,121.57798813792,25.001379109758,2020/08/20,18:10,5,0.0,-1.0,木柵動物園停車場（河川高灘地）,Taipei Zoo,Taipei Zoo Formosan Animal Area,Muzha Bike Rental,道南河濱公園河濱腳踏車道,parking,zoo,zoo,point_of_interest,point_of_interest
36,121.57798813792,25.001379109758,2020/08/20,18:12,5,0.0,-1.0,土地公嶺古道,Fude Cemetery,Tennis Court,Fude Cemetery Area 14,Fude Cemetery,tourist_attraction,transit_station,transit_station,transit_station,transit_station
37,121.569083391137,25.0336793474461,2020/08/20,18:14,5,0.0,-1.0,Xiangshan Station,WuPaoChun Bakery Taipei,Xiangshan Station,MRT Xiangshan Station,JOYCE EAST,transit_station,bakery,point_of_interest,bus_station,restaurant
38,121.567042652041,25.0378258881952,2020/08/20,20:23,5,0.0,-1.0,Shin Kong Mitsukoshi Taipei Xinyi Place A8,Saboten,7-ELEVEN 新光門市,Ng Ah Sio Bak Kut Teh,McDonald's Shin Kong Mitsukoshi Xinyi A8,department_store,restaurant,convenience_store,restaurant,restaurant
39,121.552827687002,25.0413787666804,2020/08/20,21:41,5,0.0,-1.0,問鼎 麻辣鍋 養生鍋-忠孝店,以琳書房,POYA 寶雅 忠孝明曜店,Mingyao Department Store,Nitori,restaurant,book_store,point_of_interest,department_store,home_goods_store
40,121.548960257594,25.0447130751174,2020/08/20,21:52,5,0.0,0.406887739896774,陸光小館,永固便利停車,SUGAR & SPICE Dunnan Store,7-Eleven,The Day Before Bistro & Flavor,restaurant,parking,bakery,convenience_store,bar
41,121.549189252696,25.0501693335122,2020/08/20,22:05,5,0.0,-1.0,Taipei Arena,Cheogajip,MOS BURGER Taipei Arena Shop,Dunhua Elementary School,Taiwan Tech Arena,shopping_mall,meal_delivery,restaurant,primary_school,point_of_interest
42,121.544265082061,25.0619814488644,2020/08/20,22:10,5,0.0,-1.0,Dante Coffee,ELIZA LADY PLAZA,World Gym 世界健身俱樂部 台北民權東店,台灣博報堂,躼腳日式料理,cafe,spa,gym,point_of_interest,restaurant
43,121.54451229664,25.0793402945025,2020/08/20,22:15,5,0.0,0.223981082439423,Taipei Municipal Dazhi High School,大昌機車有限公司,日本A5和牛專賣,金吉利寵物精品（大直店）,Dazhi Police Station,secondary_school,car_repair,food,point_of_interest,police
44,121.558707172692,25.0829477119185,2020/08/20,22:20,5,0.0,-1.0,Carrefour DaZhi Store,Miramar Ferris Wheel,Tairroir,San Ho Yan Dazhi,Miramar Cinemas,supermarket,point_of_interest,restaurant,restaurant,movie_theater
45,121.563081329839,25.0873743496479,2020/08/20,22:46,5,0.0,-1.0,Family Mart,阿華食堂,7-Eleven,全聯福利中心Pxmart 內湖文湖,赫里翁 - 接待中心,convenience_store,restaurant,convenience_store,supermarket,real_estate_agency
46,121.563081329839,25.0873743496479,2020/08/20,23:26,5,0.0,-1.0,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,小鳥不吃肉,convenience_store,electronics_store,restaurant,convenience_store,restaurant
47,121.563081329839,25.0873743496479,2020/08/21,01:32,6,0.0,-1.0,Family Mart,阿華食堂,7-Eleven,軟訊資訊有限公司,Ho'Me,convenience_store,restaurant,convenience_store,electronics_store,restaurant
48,121.563081329839,25.0873743496479,2020/08/21,01:43,6,0.0,-1.0,Family Mart,阿華食堂,軟訊資訊有限公司,7-Eleven,小鳥不吃肉,convenience_store,restaurant,electronics_store,convenience_store,restaurant
49,121.563081329839,25.0873743496479,2020/08/21,01:45,6,0.0,-1.0,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,義麵小舖,convenience_store,electronics_store,restaurant,convenience_store,restaurant
50,121.563081329839,25.0873743496479,2020/08/21,01:46,6,0.0,-1.0,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,小鳥不吃肉,convenience_store,electronics_store,restaurant,convenience_store,restaurant
51,121.563081329839,25.0873743496479,2020/08/21,01:50,6,0.0,-1.0,軟訊資訊有限公司,Family Mart,阿華食堂,7-Eleven,小鳥不吃肉,electronics_store,convenience_store,restaurant,convenience_store,restaurant
