user_id,date,weekday,start_time,duration,category,category_id,location_name,location_category,my_place,location_id,place_id
2,8月1日,7,22:50,0,leisure,10,,,home,0,1
2,8月1日,7,01:30,08:20,sleep,3,,,home,0,1
2,8月1日,7,09:50,01:10,leisure,10,,,home,0,1
2,8月1日,7,11:00,00:40,commute,17,,,,0,0
2,8月1日,7,11:40,00:20,shopping,12,niko and...,Home goods store,,7,0
2,8月1日,7,12:00,01:40,food,1,京東燒肉,Yakiniku restaurant,,5,0
2,8月1日,7,13:40,02:20,commute,17,,,,0,0
2,8月1日,7,16:00,02:10,activities,7,萬里,Beach,,17,0
2,8月1日,7,18:10,01:10,commute,17,,,,0,0
2,8月1日,7,19:20,01:40,food,1,廟口夜市,Night market,,5,0
2,8月1日,7,21:00,01:00,commute,17,,,,0,0
2,8月1日,7,22:00,0,leisure,10,,,home,0,1
2,8月2日,1,02:00,06:40,sleep,3,,,home,0,1
2,8月2日,1,08:40,00:35,leisure,10,,,home,0,1
2,8月2日,1,09:15,00:25,commute,17,,,,0,0
2,8月2日,1,09:40,00:40,hangout,11,捷運劍潭站,Subway station,,24,0
2,8月2日,1,10:20,00:40,commute,17,,,,0,0
2,8月2日,1,11:00,03:00,hangout,11,Qingtiangang Grassland,National park,,13,0
2,8月2日,1,14:00,01:00,food,1,父子廚房,Restaurant,,5,0
2,8月2日,1,15:00,01:00,hangout,11,文化大學,University,,13,0
2,8月2日,1,16:00,01:00,commute,17,,,,0,0
2,8月2日,1,17:00,0,leisure,10,,,home,0,1
2,8月3日,2,00:30,09:00,sleep,3,,,home,0,1
2,8月3日,2,09:30,03:10,leisure,10,,,home,0,1
2,8月3日,2,12:40,00:35,commute,17,,,,0,0
2,8月3日,2,13:15,03:45,work,6,,,company,0,2
2,8月3日,2,17:00,00:40,commute,17,,,,0,0
2,8月3日,2,17:40,00:40,hangout,11,微風南京,Department store,,6,0
2,8月3日,2,18:20,00:40,food,1,椰子兄弟,Thai restaurant,,5,0
2,8月3日,2,19:00,02:20,shopping,12,IKEA,Home goods store,,7,0
2,8月3日,2,21:20,00:20,commute,17,,,,0,0
2,8月3日,2,21:40,0,leisure,10,,,home,0,1
2,8月4日,3,00:50,08:40,sleep,3,,,,0,0
2,8月4日,3,09:30,03:05,work,6,,,home,0,1
2,8月4日,3,12:35,00:40,commute,17,,,,0,0
2,8月4日,3,13:15,0,meeting,13,louisa,cafe,,4,0
2,8月4日,3,,00:00,,0,,,,0,0
2,8月4日,3,,00:00,,0,,,,0,0
2,8月4日,3,,00:00,,0,,,,0,0
2,8月4日,3,,00:00,,0,,,,0,0
2,8月4日,3,,00:00,,0,,,,0,0
